from,to,round,deals,value
Australia (Else),Australia (Else),Seed,1,250000
California (US),Israel (Else),Series F,1,1666667
California (US),Singapore (Else),Series F,1,1666667
Israel (Else),Singapore (Else),Series F,1,1666667
Germany (EU),Massachusetts (US),Series C,4,51475561
Germany (EU),The Netherlands (EU),Series C,1,21428571
Germany (EU),United Kingdom (EU),Series C,3,54488823
Massachusetts (US),The Netherlands (EU),Series C,1,21428571
Massachusetts (US),United Kingdom (EU),Series C,8,95134336
The Netherlands (EU),United Kingdom (EU),Series C,1,21428571
Germany (EU),Germany (EU),Series C,2,19546294
Massachusetts (US),Massachusetts (US),Series C,17,150109392
United Kingdom (EU),United Kingdom (EU),Series C,5,50479984
Belgium (EU),California (US),Series B,4,41351816
Belgium (EU),United Kingdom (EU),Series B,2,19629887
California (US),United Kingdom (EU),Series B,15,186870363
California (US),California (US),Series C,80,1045477095
Belgium (EU),France (EU),Series Unknown,1,9361061
Belgium (EU),Spain (EU),Series Unknown,1,9361061
France (EU),Spain (EU),Series Unknown,1,9361061
Canada (Else),Canada (Else),Seed,1,2016717
California (US),Canada (Else),Series A,2,28511153
Canada (Else),Canada (Else),Series A,6,35160765
Canada (Else),Pennsylvania (US),Series A,1,800000
Canada (Else),Massachusetts (US),Series B,10,112563885
Canada (Else),United Kingdom (EU),Series B,1,32100000
Massachusetts (US),United Kingdom (EU),Series B,8,89313974
Canada (Else),Canada (Else),Series B,13,119770717
Canada (Else),New York (US),Series B,6,65925408
Canada (Else),France (EU),Series B,3,16502292
Arizona (US),Canada (Else),Series B,1,3000000
California (US),Canada (Else),Series C,3,36428571
California (US),Colorado (US),Series C,3,19471429
California (US),Nevada (US),Series C,1,3714286
Canada (Else),Colorado (US),Series C,2,12160714
Canada (Else),Nevada (US),Series C,1,7428571
Colorado (US),Nevada (US),Series C,1,5571429
Canada (Else),Canada (Else),Series C,4,35000000
Colorado (US),Colorado (US),Series C,3,10114286
Canada (Else),Massachusetts (US),Series C,4,54504762
Canada (Else),New York (US),Series C,2,33333333
Canada (Else),Texas (US),Series C,3,34576190
Massachusetts (US),New York (US),Series C,19,148504785
Massachusetts (US),Texas (US),Series C,6,57943810
New York (US),Texas (US),Series C,4,34903067
Canada (Else),Illinois (US),Series C,1,8142857
Illinois (US),Massachusetts (US),Series C,4,36898166
Illinois (US),Texas (US),Series C,1,5428571
California (US),Massachusetts (US),Series C,30,350326517
California (US),New York (US),Series C,35,607541029
California (US),Ohio (US),Series D,3,42721032
California (US),Washington (US),Series D,2,10088889
Ohio (US),Washington (US),Series D,1,1022222
California (US),California (US),Series D,39,434708991
Canada (Else),Massachusetts (US),Series Unknown,3,52933690
Canada (Else),Italy (EU),Series Unknown,1,3850000
Canada (Else),Sweden (EU),Series Unknown,1,3850000
Canada (Else),Switzerland (EU),Series Unknown,2,9125870
Canada (Else),The Netherlands (EU),Series Unknown,1,3850000
Italy (EU),Sweden (EU),Series Unknown,1,2566667
Italy (EU),Switzerland (EU),Series Unknown,1,2566667
Italy (EU),The Netherlands (EU),Series Unknown,1,2566667
Sweden (EU),Switzerland (EU),Series Unknown,1,2566667
Sweden (EU),The Netherlands (EU),Series Unknown,1,2566667
Switzerland (EU),The Netherlands (EU),Series Unknown,1,2566667
Canada (Else),Canada (Else),Series Unknown,6,38068611
Canada (Else),Florida (US),Series Unknown,1,13595844
California (US),Canada (Else),Series Unknown,5,28083010
California (US),New York (US),Series Unknown,24,244078622
Canada (Else),New York (US),Series Unknown,4,27305232
China (Else),China (Else),Angel,6,3697501
Hong Kong (Else),United Kingdom (EU),Series A,1,67000000
China (Else),China (Else),Series A,2,1708353
California (US),China (Else),Series A,2,37833333
California (US),Israel (Else),Series A,3,57333333
California (US),Japan (Else),Series A,3,45446970
California (US),New Jersey (US),Series A,5,71250000
China (Else),Israel (Else),Series A,1,11111111
China (Else),Japan (Else),Series A,1,11111111
China (Else),New Jersey (US),Series A,2,15111111
Israel (Else),Japan (Else),Series A,1,11111111
Israel (Else),New Jersey (US),Series A,1,11111111
Japan (Else),New Jersey (US),Series A,1,11111111
California (US),California (US),Series A,71,503489076
California (US),Singapore (Else),Series A,2,15225000
China (Else),Singapore (Else),Series A,1,3000000
China (Else),China (Else),Series B,1,2416704
China (Else),New Jersey (US),Series B,1,800000
California (US),Cayman Islands (Else),Series C,1,236250000
California (US),China (Else),Series C,1,315000000
California (US),Connecticut (US),Series C,9,332016667
California (US),Hong Kong (Else),Series C,2,242100000
California (US),Israel (Else),Series C,8,290813143
California (US),Singapore (Else),Series C,6,335022619
California (US),Taiwan (Else),Series C,6,321809524
Cayman Islands (Else),China (Else),Series C,1,157500000
Cayman Islands (Else),Connecticut (US),Series C,1,78750000
Cayman Islands (Else),Hong Kong (Else),Series C,1,78750000
Cayman Islands (Else),Israel (Else),Series C,1,78750000
Cayman Islands (Else),New York (US),Series C,1,78750000
Cayman Islands (Else),Singapore (Else),Series C,1,118125000
Cayman Islands (Else),Taiwan (Else),Series C,1,78750000
China (Else),Connecticut (US),Series C,1,157500000
China (Else),Hong Kong (Else),Series C,1,157500000
China (Else),Israel (Else),Series C,1,157500000
China (Else),New York (US),Series C,1,157500000
China (Else),Singapore (Else),Series C,1,196875000
China (Else),Taiwan (Else),Series C,1,157500000
Connecticut (US),Hong Kong (Else),Series C,1,78750000
Connecticut (US),Israel (Else),Series C,2,87750000
Connecticut (US),New York (US),Series C,5,114216667
Connecticut (US),Singapore (Else),Series C,1,118125000
Connecticut (US),Taiwan (Else),Series C,1,78750000
Hong Kong (Else),Israel (Else),Series C,1,78750000
Hong Kong (Else),New York (US),Series C,1,78750000
Hong Kong (Else),Singapore (Else),Series C,2,122025000
Hong Kong (Else),Taiwan (Else),Series C,1,78750000
Israel (Else),New York (US),Series C,4,97700000
Israel (Else),Singapore (Else),Series C,2,123467857
Israel (Else),Taiwan (Else),Series C,1,78750000
New York (US),Singapore (Else),Series C,5,163315476
New York (US),Taiwan (Else),Series C,3,90750000
Singapore (Else),Taiwan (Else),Series C,2,123610714
China (Else),China (Else),Series C,1,118125000
Singapore (Else),Singapore (Else),Series C,2,81492857
Georgia (US),New York (US),Series Unknown,2,20000000
California (US),Hong Kong (Else),Series Unknown,2,17800000
Brazil (Else),Japan (Else),Series Unknown,1,7900000
Denmark (EU),District of Columbia (US),Series B,1,4226667
Denmark (EU),United Kingdom (EU),Series B,1,4226667
District of Columbia (US),United Kingdom (EU),Series B,1,4226667
Denmark (EU),Sweden (EU),Series B,2,20000000
Denmark (EU),Denmark (EU),Series B,1,7500000
Sweden (EU),Sweden (EU),Series B,1,7500000
France (EU),France (EU),Seed,1,1468656
France (EU),France (EU),Series A,1,2144124
California (US),France (EU),Series B,7,63565552
France (EU),France (EU),Series B,4,30402006
Canada (Else),Texas (US),Series B,1,3241571
France (EU),Texas (US),Series B,1,3241571
France (EU),France (EU),Series C,3,30873173
District of Columbia (US),New York (US),Series D,1,12000000
Canada (Else),France (EU),Series Unknown,1,7913805
France (EU),Switzerland (EU),Series Unknown,1,7913805
France (EU),France (EU),Series Unknown,3,14895594
California (US),France (EU),Series Unknown,3,18559633
California (US),North Carolina (US),Series Unknown,3,14213150
France (EU),New York (US),Series Unknown,1,7759633
France (EU),North Carolina (US),Series Unknown,1,7759633
New York (US),North Carolina (US),Series Unknown,1,3879816
California (US),United Kingdom (EU),Series Unknown,7,111883817
North Carolina (US),United Kingdom (EU),Series Unknown,1,4133333
France (EU),Germany (EU),Series Unknown,2,16877906
France (EU),Illinois (US),Series Unknown,1,5700000
France (EU),Israel (Else),Series Unknown,1,5700000
France (EU),Minnesota (US),Series Unknown,1,5700000
France (EU),Singapore (Else),Series Unknown,1,5700000
Germany (EU),Illinois (US),Series Unknown,2,9800000
Germany (EU),Israel (Else),Series Unknown,1,3800000
Germany (EU),Minnesota (US),Series Unknown,1,3800000
Germany (EU),Singapore (Else),Series Unknown,1,3800000
Illinois (US),Israel (Else),Series Unknown,2,9300000
Illinois (US),Minnesota (US),Series Unknown,3,13514286
Illinois (US),Singapore (Else),Series Unknown,1,3800000
Israel (Else),Minnesota (US),Series Unknown,1,3800000
Israel (Else),Singapore (Else),Series Unknown,1,3800000
Minnesota (US),Singapore (Else),Series Unknown,1,3800000
Germany (EU),New York (US),Series A,3,15701134
Germany (EU),Texas (US),Series A,4,19197255
Germany (EU),Germany (EU),Series B,2,10050000
Germany (EU),Switzerland (EU),Series B,1,13162542
California (US),France (EU),Series C,7,90708868
California (US),United Kingdom (EU),Series C,6,59717202
France (EU),Massachusetts (US),Series C,4,62000803
France (EU),United Kingdom (EU),Series C,2,19983868
Belgium (EU),Bermuda (Else),Series C,1,6000000
Belgium (EU),California (US),Series C,3,22600000
Belgium (EU),Germany (EU),Series C,1,6000000
Belgium (EU),Massachusetts (US),Series C,1,6000000
Bermuda (Else),California (US),Series C,1,6000000
Bermuda (Else),Germany (EU),Series C,1,6000000
Bermuda (Else),Massachusetts (US),Series C,1,6000000
California (US),Germany (EU),Series C,4,17610714
France (EU),Massachusetts (US),Series Unknown,1,11177906
Germany (EU),Massachusetts (US),Series Unknown,2,26777906
Japan (Else),Japan (Else),Series Unknown,6,30788922
Massachusetts (US),New York (US),Series B,15,158191366
California (US),Connecticut (US),Series D,4,34723810
California (US),France (EU),Series D,6,37284874
California (US),Kansas (US),Series D,1,6000000
Connecticut (US),France (EU),Series D,1,4000000
Connecticut (US),Kansas (US),Series D,1,4000000
Connecticut (US),Washington (US),Series D,1,4000000
France (EU),Kansas (US),Series D,1,4000000
France (EU),Washington (US),Series D,1,4000000
Kansas (US),Washington (US),Series D,1,4000000
Ireland (EU),Ireland (EU),Series Unknown,1,3219022
Israel (Else),New York (US),Seed,2,3533333
Israel (Else),Pennsylvania (US),Seed,1,533333
Israel (Else),Singapore (Else),Seed,1,533333
New York (US),Pennsylvania (US),Seed,1,266667
New York (US),Singapore (Else),Seed,1,266667
Pennsylvania (US),Singapore (Else),Seed,1,266667
Israel (Else),Israel (Else),Seed,1,400000
Japan (Else),Luxembourg (EU),Series A,1,5000000
Israel (Else),Israel (Else),Series A,4,19266667
New York (US),New York (US),Series A,7,48972727
California (US),Israel (Else),Series B,4,33100000
California (US),Singapore (Else),Series B,2,11200000
Israel (Else),Singapore (Else),Series B,2,22862500
Israel (Else),United Kingdom (EU),Series B,3,27400000
Singapore (Else),United Kingdom (EU),Series B,1,6200000
Israel (Else),Israel (Else),Series B,6,44475000
California (US),Virginia (US),Series C,4,50833333
Israel (Else),Massachusetts (US),Series C,4,23500000
Israel (Else),Virginia (US),Series C,1,3750000
Massachusetts (US),Virginia (US),Series C,1,2500000
New York (US),Virginia (US),Series C,3,11000000
Israel (Else),Israel (Else),Series C,7,37898810
France (EU),Germany (EU),Series C,2,19591466
Israel (Else),Minnesota (US),Series C,2,24156000
Canada (Else),Israel (Else),Series D,1,4500000
Canada (Else),Washington (US),Series D,1,3000000
Israel (Else),Washington (US),Series D,1,4500000
Israel (Else),Israel (Else),Series D,3,13165278
Israel (Else),Singapore (Else),Series D,1,7300000
California (US),Israel (Else),Series Unknown,1,10000000
Israel (Else),Israel (Else),Series Unknown,3,22916667
California (US),Maryland (US),Series A,4,17864286
California (US),Ohio (US),Series A,2,12725000
California (US),Virginia (US),Series A,2,8200000
Maryland (US),Ohio (US),Series A,1,2000000
Maryland (US),Virginia (US),Series A,1,2000000
Ohio (US),Virginia (US),Series A,1,2000000
California (US),Massachusetts (US),Series B,48,610527021
California (US),The Netherlands (EU),Series B,2,33986368
Massachusetts (US),The Netherlands (EU),Series B,2,40898868
Japan (Else),Japan (Else),Pre Seed,1,40962
Japan (Else),Japan (Else),Seed,1,27717
California (US),Japan (Else),Seed,1,37276
California (US),Japan (Else),Series B,7,99911111
Japan (Else),Japan (Else),Series B,1,10833333
China (Else),Japan (Else),Series Unknown,1,812271
California (US),District of Columbia (US),Series B,7,37399424
California (US),Norway (EU),Series B,1,4224136
District of Columbia (US),Norway (EU),Series B,1,4224136
Norway (EU),Norway (EU),Series B,1,2816091
California (US),California (US),Series B,88,772953458
Singapore (Else),United Kingdom (EU),Series A,1,8000000
California (US),Switzerland (EU),Series B,4,38551667
California (US),Texas (US),Series B,12,148673810
Switzerland (EU),Texas (US),Series B,1,4166667
Spain (EU),Spain (EU),Series Unknown,1,1049803
France (EU),Sweden (EU),Series B,1,16800000
France (EU),United Kingdom (EU),Series B,1,16800000
Sweden (EU),United Kingdom (EU),Series B,1,8400000
Israel (Else),Massachusetts (US),Series Unknown,3,28000000
Israel (Else),Mississippi (US),Series Unknown,1,8333333
Massachusetts (US),Mississippi (US),Series Unknown,2,20833333
California (US),Sweden (EU),Series Unknown,1,3769358
Germany (EU),Switzerland (EU),Series A,1,7771429
Germany (EU),The Netherlands (EU),Series A,1,7771429
Switzerland (EU),Texas (US),Series A,1,5828571
Switzerland (EU),The Netherlands (EU),Series A,1,7771429
Texas (US),The Netherlands (EU),Series A,2,19328571
Germany (EU),Germany (EU),Series A,1,3885714
Switzerland (EU),Switzerland (EU),Series A,1,3885714
The Netherlands (EU),The Netherlands (EU),Series A,1,3885714
Bermuda (Else),California (US),Series B,1,7500000
California (US),Germany (EU),Series B,5,59278364
Illinois (US),Mississippi (US),Series C,2,9081023
Illinois (US),New York (US),Series C,4,56791023
Illinois (US),Norway (EU),Series C,1,2707690
Illinois (US),Switzerland (EU),Series C,1,5415379
Massachusetts (US),Mississippi (US),Series C,2,23332690
Massachusetts (US),Norway (EU),Series C,1,2707690
Massachusetts (US),Switzerland (EU),Series C,1,5415379
Mississippi (US),New York (US),Series C,1,2707690
Mississippi (US),Norway (EU),Series C,1,2707690
Mississippi (US),Switzerland (EU),Series C,1,5415379
New York (US),Norway (EU),Series C,1,2707690
New York (US),Switzerland (EU),Series C,2,11415379
Norway (EU),Switzerland (EU),Series C,1,5415379
Switzerland (EU),Switzerland (EU),Series C,2,10798121
France (EU),Switzerland (EU),Series C,1,20209760
France (EU),Virginia (US),Series C,1,16841466
Germany (EU),Switzerland (EU),Series C,1,10104880
Germany (EU),Virginia (US),Series C,1,6736586
Switzerland (EU),Virginia (US),Series C,1,10104880
California (US),Switzerland (EU),Series Unknown,2,10871429
Switzerland (EU),Switzerland (EU),Series Unknown,2,6810714
Belgium (EU),France (EU),Series B,1,5666512
Belgium (EU),Mississippi (US),Series B,2,15644876
Belgium (EU),The Netherlands (EU),Series B,1,5666512
France (EU),Mississippi (US),Series B,1,5666512
France (EU),The Netherlands (EU),Series B,1,5666512
Mississippi (US),The Netherlands (EU),Series B,1,5666512
United Kingdom (EU),United Kingdom (EU),Seed,2,2863778
Georgia (US),United Kingdom (EU),Seed,1,741698
Greece (EU),United Kingdom (EU),Series A,1,6003842
United Kingdom (EU),United Kingdom (EU),Series A,2,7649080
Texas (US),Texas (US),Series A,4,16304666
California (US),New York (US),Series A,13,106580455
California (US),Denmark (EU),Series A,1,5000000
New York (US),United Kingdom (EU),Series A,2,21563636
Belgium (EU),Germany (EU),Series B,1,9978364
Belgium (EU),Massachusetts (US),Series B,3,53167253
California (US),Mississippi (US),Series B,2,21978364
Germany (EU),Massachusetts (US),Series B,4,30978364
Germany (EU),Mississippi (US),Series B,1,9978364
Germany (EU),United Kingdom (EU),Series B,2,20538974
Massachusetts (US),Mississippi (US),Series B,1,9978364
Mississippi (US),United Kingdom (EU),Series B,1,14967546
United Kingdom (EU),United Kingdom (EU),Series B,6,40739475
Ireland (EU),United Kingdom (EU),Series B,1,12000000
Georgia (US),Massachusetts (US),Series B,2,15300000
Georgia (US),New York (US),Series B,1,7500000
Georgia (US),Pennsylvania (US),Series B,1,5000000
Massachusetts (US),Pennsylvania (US),Series B,4,30500000
New York (US),Pennsylvania (US),Series B,2,16300000
Massachusetts (US),Massachusetts (US),Series B,31,335806587
New York (US),New York (US),Series B,12,78493654
Ireland (EU),United Kingdom (EU),Series C,1,5000000
Ireland (EU),Ireland (EU),Series C,1,3333333
Canada (Else),Israel (Else),Series C,1,4312500
Canada (Else),Switzerland (EU),Series C,1,2875000
Canada (Else),United Kingdom (EU),Series C,1,5750000
Colorado (US),Israel (Else),Series C,1,4312500
Colorado (US),Switzerland (EU),Series C,1,2875000
Colorado (US),United Kingdom (EU),Series C,1,5750000
Israel (Else),Switzerland (EU),Series C,1,4312500
Israel (Else),United Kingdom (EU),Series C,2,13854167
Switzerland (EU),United Kingdom (EU),Series C,1,5750000
United Kingdom (EU),United Kingdom (EU),Series Unknown,5,65183174
Massachusetts (US),United Kingdom (EU),Series Unknown,2,14306728
California (US),California (US),Angel,1,600000
California (US),Canada (Else),Seed,1,7100000
California (US),California (US),Seed,2,8733333
California (US),Florida (US),Seed,1,1000000
California (US),Massachusetts (US),Seed,1,1000000
Florida (US),Massachusetts (US),Seed,1,1000000
Florida (US),Texas (US),Seed,1,1400000
France (EU),United Kingdom (EU),Series A,1,6000000
California (US),Switzerland (EU),Series A,2,6400000
California (US),Florida (US),Series A,4,27613636
Massachusetts (US),North Carolina (US),Series A,2,13000000
California (US),Massachusetts (US),Series A,28,221858332
California (US),United Kingdom (EU),Series A,3,26163636
California (US),Washington (US),Series A,3,28266667
Massachusetts (US),United Kingdom (EU),Series A,2,9466667
Massachusetts (US),Washington (US),Series A,2,11800000
United Kingdom (EU),Washington (US),Series A,1,8400000
California (US),Texas (US),Series A,6,53895999
Colorado (US),Colorado (US),Series A,2,11000000
Pennsylvania (US),Texas (US),Series A,1,8500000
Canada (Else),Florida (US),Series A,1,7378000
Massachusetts (US),Massachusetts (US),Series A,20,144482333
California (US),Minnesota (US),Series A,3,18726667
Japan (Else),Minnesota (US),Series A,1,2500000
California (US),Hawaii (US),Series A,2,6133333
California (US),Louisiana (US),Series A,1,2933333
Hawaii (US),Louisiana (US),Series A,1,2933333
Canada (Else),New York (US),Series A,1,31000000
Colorado (US),Massachusetts (US),Series A,2,6333333
Colorado (US),Minnesota (US),Series A,1,3000000
Massachusetts (US),Minnesota (US),Series A,1,3000000
New York (US),Pennsylvania (US),Series A,1,3000000
Pennsylvania (US),Pennsylvania (US),Series A,1,2000000
Florida (US),Massachusetts (US),Series A,1,10000000
Florida (US),Maryland (US),Series A,1,2150000
Florida (US),Switzerland (EU),Series A,1,2150000
Maryland (US),Switzerland (EU),Series A,1,2150000
Australia (Else),California (US),Series A,2,18306494
Australia (Else),Mississippi (US),Series A,1,4971429
California (US),Mississippi (US),Series A,1,8285714
Australia (Else),Australia (Else),Series A,1,3314286
Maryland (US),North Carolina (US),Series A,2,11785714
Australia (Else),Colorado (US),Series A,1,4181818
Australia (Else),Florida (US),Series A,1,4181818
Australia (Else),Japan (Else),Series A,1,4181818
Australia (Else),New York (US),Series A,1,8363636
Australia (Else),United Kingdom (EU),Series A,1,4181818
California (US),Colorado (US),Series A,6,35857684
Colorado (US),Florida (US),Series A,1,4181818
Colorado (US),Japan (Else),Series A,1,4181818
Colorado (US),New York (US),Series A,1,8363636
Colorado (US),United Kingdom (EU),Series A,1,4181818
Florida (US),Japan (Else),Series A,1,4181818
Florida (US),New York (US),Series A,1,8363636
Florida (US),United Kingdom (EU),Series A,1,4181818
Japan (Else),New York (US),Series A,2,9863636
Japan (Else),United Kingdom (EU),Series A,1,4181818
Delaware (US),Denmark (EU),Series A,1,3400000
Delaware (US),Minnesota (US),Series A,1,3400000
Delaware (US),New Jersey (US),Series A,1,3400000
Delaware (US),New York (US),Series A,1,5100000
Denmark (EU),Minnesota (US),Series A,1,3400000
Denmark (EU),New Jersey (US),Series A,1,3400000
Denmark (EU),New York (US),Series A,2,14600000
Minnesota (US),New Jersey (US),Series A,2,4066667
Minnesota (US),New York (US),Series A,1,5100000
New Jersey (US),New York (US),Series A,2,8900000
Bermuda (Else),California (US),Series A,1,6666667
Bermuda (Else),Georgia (US),Series A,1,3333333
Bermuda (Else),Germany (EU),Series A,1,3333333
Bermuda (Else),Massachusetts (US),Series A,1,5000000
Bermuda (Else),Nevada (US),Series A,1,3333333
Bermuda (Else),New York (US),Series A,1,6666667
California (US),Georgia (US),Series A,1,6666667
California (US),Germany (EU),Series A,1,6666667
California (US),Nevada (US),Series A,1,6666667
Georgia (US),Germany (EU),Series A,1,3333333
Georgia (US),Massachusetts (US),Series A,1,5000000
Georgia (US),Nevada (US),Series A,1,3333333
Georgia (US),New York (US),Series A,2,8066667
Germany (EU),Massachusetts (US),Series A,2,11200000
Germany (EU),Nevada (US),Series A,1,3333333
Massachusetts (US),Nevada (US),Series A,1,5000000
Massachusetts (US),New York (US),Series A,5,60693333
Nevada (US),New York (US),Series A,1,6666667
California (US),Oklahoma (US),Series A,1,20000000
Israel (Else),Massachusetts (US),Series A,2,16000000
Israel (Else),Oklahoma (US),Series A,1,10000000
Massachusetts (US),Oklahoma (US),Series A,1,10000000
Florida (US),Georgia (US),Series A,1,1666667
Florida (US),North Carolina (US),Series A,1,1666667
Georgia (US),North Carolina (US),Series A,2,8666667
Georgia (US),Tennessee (US),Series A,1,2100000
California (US),The Netherlands (EU),Series A,1,13500000
Canada (Else),Texas (US),Series A,2,17633333
Canada (Else),The Netherlands (EU),Series A,1,13500000
California (US),West Virginia (US),Series A,1,7500000
Georgia (US),Ohio (US),Series A,1,3500000
Ohio (US),Ohio (US),Series A,2,4458333
Arizona (US),California (US),Series A,4,20733333
Arizona (US),Massachusetts (US),Series A,3,9249333
Denmark (EU),Massachusetts (US),Series A,1,14250000
California (US),District of Columbia (US),Series A,3,17285714
California (US),North Carolina (US),Series A,3,30785714
Colorado (US),District of Columbia (US),Series A,1,4857143
Colorado (US),Maryland (US),Series A,1,7285714
Colorado (US),North Carolina (US),Series A,1,4857143
District of Columbia (US),Maryland (US),Series A,1,7285714
District of Columbia (US),North Carolina (US),Series A,1,4857143
Maryland (US),Maryland (US),Series A,2,16323810
Connecticut (US),Massachusetts (US),Series A,2,23166667
Connecticut (US),New York (US),Series A,1,16666667
California (US),Indiana (US),Series A,1,7400000
Arizona (US),Idaho (US),Series A,1,2880000
Idaho (US),Massachusetts (US),Series A,1,5760000
Canada (Else),Massachusetts (US),Series A,3,25833333
Maine (US),North Carolina (US),Series A,1,1500000
Germany (EU),Oklahoma (US),Series A,1,2250000
Oklahoma (US),Texas (US),Series A,1,3375000
Massachusetts (US),Virginia (US),Series A,4,15866667
California (US),Illinois (US),Series A,3,18000000
Illinois (US),Illinois (US),Series A,1,1333333
Indiana (US),Ohio (US),Series A,1,2750000
Indiana (US),Indiana (US),Series A,1,18000000
Virginia (US),Virginia (US),Series A,1,5000000
Ohio (US),Singapore (Else),Series A,1,7150000
